DeviceID,USN
6efe8052-a812-4b60-a6eb-a1edd4243344,1AM24EC143
0fa171db-0b3a-4772-a74d-f33e0355aadc,1AM24EC162
cb5a71c1-9513-4283-9edf-dfa09255409d,1AM24EC141
bb1fa06d-6b30-48f5-a862-fe5c5110464b,1AM24EC168
